method,duration,bias,error,relArea,cost,tau_p,tau_v
KDE,1,-1473632.315,-0.7829,0.217108472,0.337407589,86164.091,3600
KDE,1,-1530288.762,-0.813,0.187032238,0.153634787,86164.091,3600
KDE,1,-1547982.138,-0.8224,0.177626525,0.123073339,86164.091,3600
KDE,1,-1551370.231,-0.8242,0.175774303,0.304919004,86164.091,3600
KDE,1,-1741291.677,-0.9251,0.074851692,0.11042738,86164.091,3600
KDE,1,-1766137.694,-0.9383,0.061723731,0.124511719,86164.091,3600
KDE,1,-1682564.729,-0.8939,0.106118198,0.323845387,86164.091,3600
KDE,1,-1768019.968,-0.9393,0.060703157,0.137972832,86164.091,3600
KDE,1,-1617249.821,-0.8592,0.140820305,0.328935862,86164.091,3600
KDE,1,-1579227.886,-0.839,0.161047587,0.330549479,86164.091,3600
KDE,1,-1594850.76,-0.8473,0.152717512,0.128871918,86164.091,3600
KDE,1,-1813759.226,-0.9636,0.036353332,0.119125128,86164.091,3600
KDE,1,-1763314.283,-0.9368,0.063224493,0.124083519,86164.091,3600
KDE,1,-1742985.724,-0.926,0.07396578,0.120579004,86164.091,3600
KDE,1,-1619696.777,-0.8605,0.13949777,0.346169233,86164.091,3600
KDE,1,-1663930.216,-0.884,0.115957147,0.122123957,86164.091,3600
KDE,1,-1730374.488,-0.9193,0.080678978,0.124684811,86164.091,3600
KDE,1,-1674659.178,-0.8897,0.110257473,0.172010183,86164.091,3600
KDE,1,-1471938.268,-0.782,0.217990834,0.135321617,86164.091,3600
KDE,1,-1729433.351,-0.9188,0.081249784,0.13279891,86164.091,3600
KDE,1,-1656589.347,-0.8801,0.119936954,0.352749109,86164.091,3600
KDE,1,-1656965.802,-0.8803,0.119656608,0.333753824,86164.091,3600
KDE,1,-1512030.704,-0.8033,0.19673994,0.109970093,86164.091,3600
KDE,1,-1690846.734,-0.8983,0.101747649,0.152691364,86164.091,3600
KDE,1,-1402670.585,-0.7452,0.254755259,0.114243269,86164.091,3600
KDE,1,-1656024.665,-0.8798,0.120170718,0.140460491,86164.091,3600
KDE,1,-1638519.517,-0.8705,0.129529793,0.125984192,86164.091,3600
KDE,1,-1650566.071,-0.8769,0.123085549,0.324955463,86164.091,3600
KDE,1,-1654895.301,-0.8792,0.120847382,0.12672925,86164.091,3600
KDE,1,-1742985.724,-0.926,0.074021152,0.339334011,86164.091,3600
KDE,1,-1756349.869,-0.9331,0.066867174,0.587338448,86164.091,3600
KDE,1,-1261876.49,-0.6704,0.32955053,0.330303907,86164.091,3600
KDE,1,-1682188.274,-0.8937,0.106296485,0.323648453,86164.091,3600
KDE,1,-1737338.902,-0.923,0.077031766,0.348525286,86164.091,3600
KDE,1,-1613861.728,-0.8574,0.142627972,0.318344831,86164.091,3600
KDE,1,-1633060.922,-0.8676,0.132440309,0.120686293,86164.091,3600
KDE,1,-1442386.566,-0.7663,0.233694493,0.151002169,86164.091,3600
KDE,1,-1542523.543,-0.8195,0.180518667,0.36779809,86164.091,3600
KDE,1,-1722657.165,-0.9152,0.084822005,0.128106833,86164.091,3600
KDE,1,-1553817.187,-0.8255,0.174467889,0.126791716,86164.091,3600
KDE,1,-1471750.041,-0.7819,0.218126808,0.165140629,86164.091,3600
KDE,1,-1789666.119,-0.9508,0.049159109,0.386057377,86164.091,3600
KDE,1,-1774607.927,-0.9428,0.05715958,0.315582752,86164.091,3600
KDE,1,-1610097.18,-0.8554,0.144601161,0.130515337,86164.091,3600
KDE,2,-1585439.39,-0.8423,0.157689929,0.339350462,86164.091,3600
KDE,2,-1505630.973,-0.7999,0.200089006,0.445921183,86164.091,3600
KDE,2,-1147810.685,-0.6098,0.390181876,0.66588521,86164.091,3600
KDE,2,-1421681.552,-0.7553,0.244671123,0.951032162,86164.091,3600
KDE,2,-1412081.955,-0.7502,0.249753984,0.238373518,86164.091,3600
KDE,2,-1526335.987,-0.8109,0.18909125,0.607280016,86164.091,3600
KDE,2,-1343378.954,-0.7137,0.286339784,0.182827234,86164.091,3600
KDE,2,-1317968.255,-0.7002,0.299775662,0.190061092,86164.091,3600
KDE,2,-1540264.814,-0.8183,0.181677248,0.595939875,86164.091,3600
KDE,2,-1514101.206,-0.8044,0.195602491,0.234164953,86164.091,3600
KDE,2,-1749761.91,-0.9296,0.07044965,0.193913698,86164.091,3600
KDE,2,-1479843.819,-0.7862,0.213780019,0.632655144,86164.091,3600
KDE,2,-1514477.66,-0.8046,0.19536745,0.183876753,86164.091,3600
KDE,2,-1368413.198,-0.727,0.272987363,0.629000902,86164.091,3600
KDE,2,-414853.1896,-0.2204,0.77956711,0.614400387,86164.091,3600
KDE,2,-1360319.42,-0.7227,0.277298587,0.621878624,86164.091,3600
KDE,2,-1377071.658,-0.7316,0.268424426,0.19448638,86164.091,3600
KDE,2,-1531418.126,-0.8136,0.186436119,0.606047392,86164.091,3600
KDE,2,-1262064.717,-0.6705,0.329487018,0.199692249,86164.091,3600
KDE,2,-1171903.792,-0.6226,0.377357478,0.579905272,86164.091,3600
KDE,2,-1383283.163,-0.7349,0.265124917,0.245194435,86164.091,3600
KDE,2,-1364083.968,-0.7247,0.275257197,0.631672144,86164.091,3600
KDE,2,-1301592.471,-0.6915,0.308539972,0.627563238,86164.091,3600
KDE,2,-1577910.294,-0.8383,0.161726316,0.194305897,86164.091,3600
KDE,2,-1600685.81,-0.8504,0.149627913,0.723510027,86164.091,3600
KDE,2,-1513724.751,-0.8042,0.195791301,0.69875741,86164.091,3600
KDE,2,-1111671.024,-0.5906,0.409357717,0.215914965,86164.091,3600
KDE,2,-1373683.565,-0.7298,0.270221561,0.19865346,86164.091,3600
KDE,2,-1328132.534,-0.7056,0.294368393,0.216978788,86164.091,3600
KDE,2,-1445774.659,-0.7681,0.231897641,0.19358182,86164.091,3600
KDE,2,-1418669.914,-0.7537,0.246287594,0.578132153,86164.091,3600
KDE,2,-1646236.84,-0.8746,0.125371848,0.609411716,86164.091,3600
KDE,2,-1336414.54,-0.71,0.290038018,0.230171442,86164.091,3600
KDE,2,-1493584.419,-0.7935,0.20645189,0.611546993,86164.091,3600
KDE,2,-1549299.729,-0.8231,0.17692629,0.191682577,86164.091,3600
KDE,2,-1728868.669,-0.9185,0.08145584,0.194550037,86164.091,3600
KDE,2,-1366154.469,-0.7258,0.274230222,0.178654432,86164.091,3600
KDE,2,-1341684.907,-0.7128,0.287245958,0.181319237,86164.091,3600
KDE,2,-1387424.165,-0.7371,0.262905646,0.601440668,86164.091,3600
KDE,2,-1450292.117,-0.7705,0.229505712,0.60972333,86164.091,3600
KDE,2,-1578098.522,-0.8384,0.16156142,0.651689529,86164.091,3600
KDE,2,-1316650.663,-0.6995,0.300465167,0.207408428,86164.091,3600
KDE,2,-1619885.004,-0.8606,0.139364954,0.622004032,86164.091,3600
KDE,2,-1484549.504,-0.7887,0.211283011,0.61206007,86164.091,3600
KDE,2,-1664871.353,-0.8845,0.115549674,0.220134497,86164.091,3600
KDE,2,-1433728.106,-0.7617,0.238333255,0.604434252,86164.091,3600
KDE,2,-1527465.351,-0.8115,0.188450781,0.624811172,86164.091,3600
KDE,2,-754038.9644,-0.4006,0.599449222,0.198490381,86164.091,3600
KDE,2,-1315709.526,-0.699,0.300950147,0.618576527,86164.091,3600
KDE,2,-1548358.592,-0.8226,0.177366013,0.656644821,86164.091,3600
KDE,2,-1347331.729,-0.7158,0.284153846,0.193818331,86164.091,3600
KDE,2,-1611791.226,-0.8563,0.143680263,0.228019238,86164.091,3600
KDE,2,-1225925.056,-0.6513,0.348657486,0.195560932,86164.091,3600
KDE,2,-1296510.331,-0.6888,0.311246802,0.62771821,86164.091,3600
KDE,2,-1456880.076,-0.774,0.226046736,0.601954222,86164.091,3600
KDE,2,-1259617.761,-0.6692,0.330848221,0.194606066,86164.091,3600
KDE,2,-1420928.643,-0.7549,0.245138514,0.656036854,86164.091,3600
KDE,2,-825753.6038,-0.4387,0.561340665,0.195651054,86164.091,3600
KDE,2,-1504313.381,-0.7992,0.20081141,0.618193388,86164.091,3600
KDE,2,-1513724.751,-0.8042,0.195758747,0.191418886,86164.091,3600
KDE,2,-882221.8238,-0.4687,0.531262658,0.224384546,86164.091,3600
KDE,2,-1651318.98,-0.8773,0.122665094,0.201328039,86164.091,3600
KDE,2,-1564357.921,-0.8311,0.168871933,0.634483576,86164.091,3600
KDE,2,-1353919.688,-0.7193,0.280716936,0.619813204,86164.091,3600
KDE,2,-1513912.978,-0.8043,0.195715458,0.277011156,86164.091,3600
KDE,2,-1665812.49,-0.885,0.115013789,0.183908224,86164.091,3600
KDE,2,-1688588.005,-0.8971,0.102949761,0.205049753,86164.091,3600
KDE,2,-1253594.484,-0.666,0.333991279,0.182162285,86164.091,3600
KDE,2,-1079672.366,-0.5736,0.426381353,0.616076231,86164.091,3600
KDE,2,-1417352.322,-0.753,0.246958159,0.602348328,86164.091,3600
KDE,2,-1682564.729,-0.8939,0.106123365,0.193739653,86164.091,3600
KDE,2,-1350719.822,-0.7176,0.282439453,0.658431292,86164.091,3600
KDE,2,-1214066.73,-0.645,0.355043758,0.199465036,86164.091,3600
KDE,2,-1044662.07,-0.555,0.445003628,0.608084917,86164.091,3600
KDE,2,-1443139.476,-0.7667,0.233271439,0.228276253,86164.091,3600
KDE,2,-1652071.89,-0.8777,0.122294902,0.604639053,86164.091,3600
KDE,2,-1484925.959,-0.7889,0.211080708,0.634889126,86164.091,3600
KDE,2,-1357119.554,-0.721,0.278986714,0.621208429,86164.091,3600
KDE,2,-1264135.218,-0.6716,0.328377787,0.180466652,86164.091,3600
KDE,2,-1321544.575,-0.7021,0.297892925,0.620479822,86164.091,3600
KDE,2,-1568498.924,-0.8333,0.166737275,0.616057873,86164.091,3600
KDE,2,-1472502.95,-0.7823,0.217667964,0.213097811,86164.091,3600
KDE,2,-1557769.962,-0.8276,0.172409365,0.189061165,86164.091,3600
KDE,2,-1256606.122,-0.6676,0.332442024,0.616894722,86164.091,3600
KDE,2,-1182444.527,-0.6282,0.371811233,0.185642719,86164.091,3600
KDE,2,-1595415.442,-0.8476,0.15239343,0.213741541,86164.091,3600
KDE,2,-1559087.554,-0.8283,0.17168435,0.605054379,86164.091,3600
KDE,2,-1542899.998,-0.8197,0.180272493,0.588517189,86164.091,3600
KDE,2,-1380459.752,-0.7334,0.266581779,0.204295874,86164.091,3600
KDE,2,-1401729.448,-0.7447,0.255273719,0.649078369,86164.091,3600
KDE,2,-1422434.462,-0.7557,0.244313067,0.195723534,86164.091,3600
KDE,2,-1537817.858,-0.817,0.183007606,0.629378319,86164.091,3600
KDE,2,-624350.2858,-0.3317,0.668313469,0.599817991,86164.091,3600
KDE,2,-1594850.76,-0.8473,0.152650272,0.681121588,86164.091,3600
KDE,2,-1559840.464,-0.8287,0.171348901,0.204141378,86164.091,3600
KDE,2,-1105271.293,-0.5872,0.412846888,0.201392889,86164.091,3600
KDE,2,-438193.3872,-0.2328,0.767207946,0.19666338,86164.091,3600
KDE,2,-1122588.214,-0.5964,0.403586447,0.744733095,86164.091,3600
KDE,2,-1606709.086,-0.8536,0.146435278,0.239043951,86164.091,3600
KDE,2,-1554758.324,-0.826,0.174039935,0.612912655,86164.091,3600
KDE,2,-1488314.052,-0.7907,0.209308998,0.180237055,86164.091,3600
KDE,2,-606845.1376,-0.3224,0.677648389,0.216168165,86164.091,3600
KDE,2,-1423940.281,-0.7565,0.243476999,0.584213972,86164.091,3600
KDE,2,-1465350.309,-0.7785,0.22150234,0.592354774,86164.091,3600
KDE,2,-1414152.456,-0.7513,0.248697079,0.193225145,86164.091,3600
KDE,2,-1030921.47,-0.5477,0.452272394,0.21196413,86164.091,3600
KDE,2,-1483608.367,-0.7882,0.211807368,0.634179115,86164.091,3600
KDE,2,-1080989.958,-0.5743,0.425660574,0.596142292,86164.091,3600
KDE,2,-1455186.029,-0.7731,0.226869525,0.207890272,86164.091,3600
KDE,2,-1272228.997,-0.6759,0.324078341,0.193737745,86164.091,3600
KDE,2,-1630990.421,-0.8665,0.133473166,0.749073744,86164.091,3600
KDE,2,-1659977.441,-0.8819,0.11810208,0.621946812,86164.091,3600
KDE,2,-1297827.923,-0.6895,0.310473657,0.203940868,86164.091,3600
KDE,2,-1013981.004,-0.5387,0.461250359,0.197665691,86164.091,3600
KDE,2,-1538382.54,-0.8173,0.182710835,0.208030224,86164.091,3600
KDE,2,-1589768.62,-0.8446,0.155410276,0.193876028,86164.091,3600
KDE,2,-934925.4958,-0.4967,0.503349987,0.195981979,86164.091,3600
KDE,2,-1462150.443,-0.7768,0.223224974,0.611064434,86164.091,3600
KDE,2,-1391188.713,-0.7391,0.260934749,0.600270987,86164.091,3600
KDE,2,-1268840.903,-0.6741,0.32586941,0.229769945,86164.091,3600
KDE,2,-1555323.006,-0.8263,0.173660522,0.60190177,86164.091,3600
KDE,2,-1506948.564,-0.8006,0.199425463,0.221774101,86164.091,3600
KDE,2,-1547793.91,-0.8223,0.177697015,0.194169521,86164.091,3600
KDE,2,-1553252.505,-0.8252,0.174754089,0.226932526,86164.091,3600
KDE,2,-1651318.98,-0.8773,0.122696407,0.195989847,86164.091,3600
KDE,2,-1425257.873,-0.7572,0.242825622,0.209589243,86164.091,3600
KDE,2,-1533488.628,-0.8147,0.185253332,0.663540602,86164.091,3600
KDE,2,-1621014.369,-0.8612,0.138753385,0.184069872,86164.091,3600
KDE,2,-1667318.309,-0.8858,0.114228007,0.874463797,86164.091,3600
KDE,2,-1343002.499,-0.7135,0.286474147,0.208647728,86164.091,3600
KDE,2,-1716445.661,-0.9119,0.088124427,0.22162199,86164.091,3600
KDE,2,-1654518.846,-0.879,0.121003142,0.200028181,86164.091,3600
KDE,2,-1471938.268,-0.782,0.217953162,0.702727556,86164.091,3600
KDE,2,-1184515.028,-0.6293,0.370736363,0.606758356,86164.091,3600
KDE,2,-1689717.37,-0.8977,0.102256866,0.899501324,86164.091,3600
KDE,2,-1295757.422,-0.6884,0.311632152,0.637237072,86164.091,3600
KDE,2,-1506572.11,-0.8004,0.199601911,0.607585192,86164.091,3600
KDE,2,-1577345.612,-0.838,0.162036705,0.208419085,86164.091,3600
KDE,2,-1135387.677,-0.6032,0.396773397,0.603569746,86164.091,3600
KDE,2,-1494337.329,-0.7939,0.206137404,0.639260054,86164.091,3600
KDE,2,-1337543.904,-0.7106,0.289406577,0.193332672,86164.091,3600
KDE,2,-1230066.059,-0.6535,0.346450904,0.199944496,86164.091,3600
KDE,2,-1665812.49,-0.885,0.114964801,0.598487377,86164.091,3600
KDE,2,-1236465.791,-0.6569,0.343084079,0.643211126,86164.091,3600
KDE,2,-1211243.319,-0.6435,0.356461326,0.21860075,86164.091,3600
KDE,2,-1457632.986,-0.7744,0.225619359,0.603508711,86164.091,3600
KDE,2,-1559464.009,-0.8285,0.171495947,0.206808329,86164.091,3600
KDE,2,-1450856.799,-0.7708,0.229207424,0.630758762,86164.091,3600
KDE,2,-1397211.99,-0.7423,0.257695311,0.260698557,86164.091,3600
KDE,2,-1396835.535,-0.7421,0.257884857,0.606077909,86164.091,3600
KDE,2,-1449350.98,-0.77,0.230020105,0.617659569,86164.091,3600
KDE,2,-1359942.965,-0.7225,0.277477564,0.640797138,86164.091,3600
KDE,2,-1561158.056,-0.8294,0.17063758,0.201620102,86164.091,3600
KDE,2,-1558522.872,-0.828,0.171972935,0.20443821,86164.091,3600
KDE,2,-1421305.097,-0.7551,0.244939965,0.186394215,86164.091,3600
KDE,2,-1389118.212,-0.738,0.262014519,0.660498857,86164.091,3600
KDE,2,-1563416.784,-0.8306,0.169435188,0.613581896,86164.091,3600
KDE,2,-1618567.413,-0.8599,0.140122283,0.62305069,86164.091,3600
KDE,2,-1221972.281,-0.6492,0.350811979,0.271069288,86164.091,3600
KDE,2,-1254912.076,-0.6667,0.333285535,0.223258018,86164.091,3600
KDE,2,-1326438.488,-0.7047,0.29531851,0.606690407,86164.091,3600
KDE,2,-1399094.264,-0.7433,0.256673308,0.598878145,86164.091,3600
KDE,2,-1306298.156,-0.694,0.305957663,0.206721544,86164.091,3600
KDE,2,-1420175.733,-0.7545,0.245509632,0.604557753,86164.091,3600
KDE,2,-1608967.815,-0.8548,0.145227972,0.189251184,86164.091,3600
KDE,2,-1491702.145,-0.7925,0.207459891,0.19204998,86164.091,3600
KDE,2,-1249453.481,-0.6638,0.336228427,0.594959021,86164.091,3600
KDE,2,-885045.2348,-0.4702,0.529768974,0.213650942,86164.091,3600
KDE,2,-1562663.875,-0.8302,0.169755448,0.216936111,86164.091,3600
KDE,2,-859822.7632,-0.4568,0.54324745,0.611062765,86164.091,3600
KDE,2,-1267523.312,-0.6734,0.326608726,0.197118044,86164.091,3600
KDE,2,-1633437.377,-0.8678,0.132248381,0.225314617,86164.091,3600
KDE,2,-1538947.222,-0.8176,0.182384711,0.260399818,86164.091,3600
KDE,2,-1640213.564,-0.8714,0.128602932,0.196808338,86164.091,3600
KDE,2,-1233265.925,-0.6552,0.344817199,0.186775684,86164.091,3600
KDE,2,-1506007.427,-0.8001,0.199948796,0.277541399,86164.091,3600
KDE,2,-1337355.677,-0.7105,0.28949417,0.203674316,86164.091,3600
KDE,2,-1530665.217,-0.8132,0.186787937,0.60473609,86164.091,3600
KDE,2,-1422246.234,-0.7556,0.244358893,0.200843573,86164.091,3600
KDE,2,-1681247.137,-0.8932,0.106846858,0.21214366,86164.091,3600
KDE,2,-1358625.373,-0.7218,0.278157731,0.657910347,86164.091,3600
KDE,2,-1663365.534,-0.8837,0.116341722,0.196326733,86164.091,3600
KDE,2,-1397776.672,-0.7426,0.257432585,0.62072897,86164.091,3600
KDE,2,-1450292.117,-0.7705,0.229517658,0.60268116,86164.091,3600
KDE,2,-1221784.053,-0.6491,0.350877528,0.611041546,86164.091,3600
KDE,2,-1165880.516,-0.6194,0.380616457,0.205202103,86164.091,3600
KDE,2,-1000805.086,-0.5317,0.468341395,0.202322721,86164.091,3600
KDE,2,-1542335.316,-0.8194,0.180616233,0.636595249,86164.091,3600
KDE,2,-1460079.942,-0.7757,0.224274835,0.65570426,86164.091,3600
KDE,2,-1603132.766,-0.8517,0.148251941,0.203237295,86164.091,3600
KDE,2,-1189408.941,-0.6319,0.3681208,0.613546848,86164.091,3600
KDE,2,-1164751.151,-0.6188,0.381189262,0.234427452,86164.091,3600
KDE,2,-1390059.349,-0.7385,0.261537577,0.187959909,86164.091,3600
KDE,2,-1582804.207,-0.8409,0.159091364,0.208296061,86164.091,3600
KDE,2,-1581110.16,-0.84,0.160037588,0.591305017,86164.091,3600
KDE,2,-1475514.589,-0.7839,0.216148661,0.195533276,86164.091,3600
KDE,2,-1632496.24,-0.8673,0.132735904,0.191036224,86164.091,3600
KDE,2,-1503936.926,-0.799,0.200973889,0.20003891,86164.091,3600
KDE,2,-1171527.338,-0.6224,0.377631943,0.21262002,86164.091,3600
KDE,2,-1672588.676,-0.8886,0.111395594,0.183396816,86164.091,3600
KDE,2,-1386294.801,-0.7365,0.263536254,0.196337938,86164.091,3600
KDE,2,-1509960.203,-0.8022,0.197772989,0.192277908,86164.091,3600
KDE,2,-1049367.755,-0.5575,0.442459752,0.195667982,86164.091,3600
KDE,2,-1350155.14,-0.7173,0.282680301,0.193154573,86164.091,3600
KDE,2,-1363707.513,-0.7245,0.275548841,0.919268608,86164.091,3600
KDE,2,-1400976.538,-0.7443,0.255730061,0.215301752,86164.091,3600
KDE,2,-992711.3076,-0.5274,0.472567658,0.198066473,86164.091,3600
KDE,2,-1603320.993,-0.8518,0.148157826,0.610692739,86164.091,3600
KDE,2,-1555134.779,-0.8262,0.173818759,0.629599094,86164.091,3600
KDE,2,-1645107.476,-0.874,0.125984993,0.236241102,86164.091,3600
KDE,2,-1639460.654,-0.871,0.129018392,0.614567518,86164.091,3600
KDE,2,-1550617.321,-0.8238,0.176191643,0.198829651,86164.091,3600
KDE,2,-1442198.339,-0.7662,0.233839511,0.604044914,86164.091,3600
KDE,2,-1508266.156,-0.8013,0.198653121,0.2210114,86164.091,3600
KDE,2,-1624402.462,-0.863,0.136997396,0.644279242,86164.091,3600
KDE,2,-1602379.856,-0.8513,0.14867125,0.623692989,86164.091,3600
KDE,2,-1537817.858,-0.817,0.183023951,0.61503458,86164.091,3600
KDE,2,-782461.3018,-0.4157,0.584322801,0.603793383,86164.091,3600
KDE,2,-1536312.039,-0.8162,0.183813464,0.200691462,86164.091,3600
KDE,2,-1534994.447,-0.8155,0.18450015,0.194792271,86164.091,3600
KDE,2,-1521065.619,-0.8081,0.191854373,0.182976007,86164.091,3600
KDE,2,-1630802.194,-0.8664,0.133639558,0.206749678,86164.091,3600
KDE,2,-1489066.961,-0.7911,0.208949261,0.605760336,86164.091,3600
KDE,2,-1411140.818,-0.7497,0.25031771,0.21870923,86164.091,3600
KDE,2,-1283710.868,-0.682,0.317954426,0.177887917,86164.091,3600
KDE,2,-1616496.911,-0.8588,0.141201211,0.6682446,86164.091,3600
KDE,2,-1440504.292,-0.7653,0.23474974,0.187960386,86164.091,3600
KDE,2,-1040897.522,-0.553,0.447049217,0.66929841,86164.091,3600
KDE,2,-1310250.931,-0.6961,0.303939397,0.197003841,86164.091,3600
KDE,2,-1517301.071,-0.8061,0.193866969,0.665623665,86164.091,3600
KDE,2,-1657906.939,-0.8808,0.11923548,0.200617075,86164.091,3600
KDE,2,-1234018.834,-0.6556,0.344406358,0.206427336,86164.091,3600
KDE,2,-1459703.487,-0.7755,0.224450045,0.252796173,86164.091,3600
KDE,2,-1443139.476,-0.7667,0.233346501,0.610081434,86164.091,3600
KDE,2,-1626284.736,-0.864,0.135997785,0.210316181,86164.091,3600
KDE,2,-1500737.06,-0.7973,0.202746659,0.216324091,86164.091,3600
KDE,2,-1501866.425,-0.7979,0.202076741,0.595753908,86164.091,3600
KDE,2,-1413587.774,-0.751,0.249040257,0.603734016,86164.091,3600
KDE,2,-1587133.437,-0.8432,0.156800576,0.219755888,86164.091,3600
KDE,2,-1323991.532,-0.7034,0.296613897,0.205047131,86164.091,3600
KDE,2,-1135387.677,-0.6032,0.396844914,0.622514963,86164.091,3600
KDE,2,-1376695.204,-0.7314,0.268603329,0.618355989,86164.091,3600
KDE,2,-1454056.665,-0.7725,0.227536605,0.233700514,86164.091,3600
KDE,2,-1219713.552,-0.648,0.35200814,0.217046499,86164.091,3600
KDE,2,-1634566.742,-0.8684,0.131582725,0.185906887,86164.091,3600
KDE,2,-1372930.656,-0.7294,0.270612868,0.191864729,86164.091,3600
KDE,2,-1487749.37,-0.7904,0.209607596,0.189443111,86164.091,3600
KDE,2,-1496219.603,-0.7949,0.205140806,0.592125416,86164.091,3600
KDE,2,-1467232.583,-0.7795,0.220454344,0.195979357,86164.091,3600
KDE,2,-1636260.788,-0.8693,0.130693696,0.194663048,86164.091,3600
KDE,2,-1568122.469,-0.8331,0.166940773,0.624243021,86164.091,3600
KDE,2,-1565675.513,-0.8318,0.168233717,0.596825123,86164.091,3600
KDE,2,-1584310.026,-0.8417,0.158294976,0.188533306,86164.091,3600
KDE,2,-1418481.686,-0.7536,0.246385625,0.599754095,86164.091,3600
KDE,2,-1374624.702,-0.7303,0.269677886,0.190264225,86164.091,3600
KDE,2,-1537441.403,-0.8168,0.183162027,0.603513479,86164.091,3600
KDE,2,-1407564.497,-0.7478,0.25215464,0.578849077,86164.091,3600
KDE,2,-1178679.979,-0.6262,0.373811836,0.591570854,86164.091,3600
KDE,2,-1294439.83,-0.6877,0.312338854,0.627723455,86164.091,3600
KDE,2,-773426.3866,-0.4109,0.589134407,0.185276747,86164.091,3600
KDE,2,-1440692.52,-0.7654,0.23458669,0.618611574,86164.091,3600
KDE,2,-1557017.053,-0.8272,0.172833973,0.602283239,86164.091,3600
KDE,2,-1537629.631,-0.8169,0.183132335,0.568864584,86164.091,3600
KDE,2,-1563416.784,-0.8306,0.169351406,0.603138685,86164.091,3600
KDE,2,-1212560.911,-0.6442,0.355751174,0.601623297,86164.091,3600
KDE,2,-1464785.627,-0.7782,0.221787517,0.212116241,86164.091,3600
KDE,2,-1209549.272,-0.6426,0.35736081,0.239969015,86164.091,3600
KDE,2,-1382530.253,-0.7345,0.265464724,0.201381207,86164.091,3600
KDE,2,-1649248.479,-0.8762,0.123784395,0.209286451,86164.091,3600
KDE,2,-1636825.47,-0.8696,0.130402714,0.229803562,86164.091,3600
KDE,2,-1420928.643,-0.7549,0.24508426,0.19906354,86164.091,3600
KDE,2,-1461962.216,-0.7767,0.223278405,0.215170622,86164.091,3600
KDE,2,-1546476.318,-0.8216,0.178437814,0.607852936,86164.091,3600
KDE,2,-1531418.126,-0.8136,0.186401439,0.5973804,86164.091,3600
KDE,2,-1513912.978,-0.8043,0.19568578,0.211261034,86164.091,3600
KDE,2,-1561534.51,-0.8296,0.17044756,0.251547098,86164.091,3600
KDE,2,-1247194.752,-0.6626,0.337440975,0.176996469,86164.091,3600
KDE,2,-1512783.614,-0.8037,0.19632471,0.20668149,86164.091,3600
KDE,2,-1415470.048,-0.752,0.248027491,0.193381071,86164.091,3600
KDE,2,-1381212.661,-0.7338,0.266156135,0.217089415,86164.091,3600
KDE,2,-1633437.377,-0.8678,0.132182014,0.191126585,86164.091,3600
KDE,2,-1585062.935,-0.8421,0.157871056,0.607945919,86164.091,3600
KDE,2,-1708728.337,-0.9078,0.092158032,0.188540936,86164.091,3600
KDE,2,-1522194.984,-0.8087,0.191313707,0.640515566,86164.091,3600
KDE,2,-1643601.657,-0.8732,0.126781438,0.198843718,86164.091,3600
KDE,2,-1018310.234,-0.541,0.458964766,0.66905427,86164.091,3600
